file_id,segment_id,start,end,duration,text,asr_conf_mean,asr_conf_std,word_count,segment_path,label
014_2025.03.06,014_2025.03.06_segment_0078,313.243,316.4365,3.1935000000000286,"У меня однозначно бывают переживания и сомнения,",0.9144285714285714,0.103943666061409,7,data/segments/014_2025.03.06/segment_0078.wav,
014_2025.03.06,014_2025.03.06_segment_0079,316.4365,319.63,3.193499999999972,"сомнения, но обычно я знаю, что я смогу справиться.",0.9678888888888888,0.0469133361754534,9,data/segments/014_2025.03.06/segment_0079.wav,
014_2025.03.06,014_2025.03.06_segment_0080,319.71,323.2545,3.544500000000028,"Но то, что ничего не имеет смысла, иногда такое состояние периодически",0.9465454545454546,0.0771406036226884,11,data/segments/014_2025.03.06/segment_0080.wav,
014_2025.03.06,014_2025.03.06_segment_0081,323.2545,326.799,3.544499999999971,периодически меня охватывает.,0.7983333333333333,0.0525388744962559,3,data/segments/014_2025.03.06/segment_0081.wav,
014_2025.03.06,014_2025.03.06_segment_0082,326.819,330.143,3.3239999999999554,"Есть ли у вас моменты, когда вы чувствуете радость или удовлетворение?",0.7426363636363637,0.2063086390470708,11,data/segments/014_2025.03.06/segment_0082.wav,
014_2025.03.06,014_2025.03.06_segment_0083,330.163,332.185,2.021999999999992,Или сейчас такие моменты стали реже?,0.7515000000000001,0.1728591912511452,6,data/segments/014_2025.03.06/segment_0083.wav,
014_2025.03.06,014_2025.03.06_segment_0084,332.772,336.08,3.3079999999999927,"В принципе, они не стали реже.",0.9048333333333334,0.0871169711747755,6,data/segments/014_2025.03.06/segment_0084.wav,
014_2025.03.06,014_2025.03.06_segment_0085,336.621,340.69,4.069000000000017,Я часто чувствую радость и удовлетворение.,0.6733333333333333,0.3571961179333653,6,data/segments/014_2025.03.06/segment_0085.wav,
014_2025.03.06,014_2025.03.06_segment_0086,341.672,344.138,2.465999999999952,Бывают ли проблемы с засыпанием или просыпанием?,0.7174285714285714,0.2783737638157597,7,data/segments/014_2025.03.06/segment_0086.wav,
014_2025.03.06,014_2025.03.06_segment_0087,344.178,346.343,2.1650000000000205,И как это влияет на ваши самочувствия?,0.6575714285714286,0.2182940349947421,7,data/segments/014_2025.03.06/segment_0087.wav,
014_2025.03.06,014_2025.03.06_segment_0088,346.677,349.843,3.165999999999997,"А, в принципе, сплю я хорошо.",0.8451666666666666,0.2050994067925762,6,data/segments/014_2025.03.06/segment_0088.wav,
014_2025.03.06,014_2025.03.06_segment_0089,349.863,353.429,3.565999999999974,Восемь часов примерно.,0.992,0.013856406460551,3,data/segments/014_2025.03.06/segment_0089.wav,
014_2025.03.06,014_2025.03.06_segment_0090,353.489,357.6065,4.117500000000007,"Проблема бывает с засыпанием, если у меня намечается что-то важное на следующее утро,",0.8809230769230769,0.1462340940287533,13,data/segments/014_2025.03.06/segment_0090.wav,
014_2025.03.06,014_2025.03.06_segment_0091,357.6065,361.724,4.117500000000007,"утро, и я могу чувствовать тревогу, из-за этого мне бывает сложнее уснуть.",0.7557499999999999,0.2756200035622166,12,data/segments/014_2025.03.06/segment_0091.wav,
014_2025.03.06,014_2025.03.06_segment_0092,362.926,366.6325,3.7065000000000055,"Но, в принципе, это не сильно влияет",0.953,0.0607508573327707,7,data/segments/014_2025.03.06/segment_0092.wav,
014_2025.03.06,014_2025.03.06_segment_0093,366.6325,370.339,3.7065000000000055,"влияет на мое самочувствие, если, конечно, не продолжается долгое время.",0.8638,0.1555583491812638,10,data/segments/014_2025.03.06/segment_0093.wav,
014_2025.03.06,014_2025.03.06_segment_0094,372.547,376.332,3.784999999999968,"Чувствуете ли вы, что теряете интерес к вещам, которые раньше приносили",0.6396363636363636,0.2679187461628143,11,data/segments/014_2025.03.06/segment_0094.wav,
014_2025.03.06,014_2025.03.06_segment_0095,376.332,380.117,3.785000000000025,приносили радость или удовлетворение?,0.6965,0.199493525375303,4,data/segments/014_2025.03.06/segment_0095.wav,
014_2025.03.06,014_2025.03.06_segment_0096,380.198,385.1445,4.946500000000015,"Наверное, в какой-то степени да, но это контролируется,",0.957875,0.0377640702255464,8,data/segments/014_2025.03.06/segment_0096.wav,
014_2025.03.06,014_2025.03.06_segment_0097,385.1445,390.091,4.946500000000015,"контролируется, и это больше зависит от моего состояния на данный момент.",0.9099090909090908,0.1091608487924627,11,data/segments/014_2025.03.06/segment_0097.wav,
014_2025.03.06,014_2025.03.06_segment_0098,390.131,392.6845,2.553499999999985,"Но, в принципе, я чувствую удовлетворение.",0.738,0.2624698077874863,6,data/segments/014_2025.03.06/segment_0098.wav,
014_2025.03.06,014_2025.03.06_segment_0099,392.6845,395.238,2.5535000000000423,удовлетворение.,0.956,0.0,1,data/segments/014_2025.03.06/segment_0099.wav,
014_2025.03.06,014_2025.03.06_segment_0100,396.86,399.614,2.754000000000019,"Есть ли у вас ощущение, что вас кто-то поддерживает или вы чувствуете",0.70575,0.2244638561712614,12,data/segments/014_2025.03.06/segment_0100.wav,
014_2025.03.06,014_2025.03.06_segment_0101,399.614,402.368,2.7539999999999623,чувствуете себя изолированной?,0.5223333333333333,0.3348228387271892,3,data/segments/014_2025.03.06/segment_0101.wav,
014_2025.03.06,014_2025.03.06_segment_0102,402.685,406.05,3.365000000000009,"Нет, у меня, в принципе, есть люди, которые меня поддерживают.",0.3903,0.333258674972527,10,data/segments/014_2025.03.06/segment_0102.wav,
014_2025.03.06,014_2025.03.06_segment_0103,406.09,408.874,2.7840000000000487,"Близкие, да, друзья.",0.7883333333333334,0.1372637364103619,3,data/segments/014_2025.03.06/segment_0103.wav,
014_2025.03.06,014_2025.03.06_segment_0104,408.914,413.0995,4.185500000000047,"Что, по вашему мнению, могло бы помочь вам сейчас или облегчить ваше состояние?",0.8121538461538461,0.1763494854703041,13,data/segments/014_2025.03.06/segment_0104.wav,
014_2025.03.06,014_2025.03.06_segment_0105,413.0995,417.285,4.185499999999991,состояние?,0.644,0.0,1,data/segments/014_2025.03.06/segment_0105.wav,
014_2025.03.06,014_2025.03.06_segment_0106,417.305,420.7633333333333,3.4583333333333144,"В принципе, всё нормально будто бы, но, наверное,",0.734,0.3193453124306486,8,data/segments/014_2025.03.06/segment_0106.wav,
014_2025.03.06,014_2025.03.06_segment_0107,420.7633333333333,424.2216666666667,3.4583333333333712,"наверное, могло бы мне сейчас",0.9648,0.0328435686246181,5,data/segments/014_2025.03.06/segment_0107.wav,
014_2025.03.06,014_2025.03.06_segment_0108,424.2216666666667,427.68,3.4583333333333144,сейчас иметь меньше каких-то дедлайнов.,0.8523999999999999,0.1555114143720646,5,data/segments/014_2025.03.06/segment_0108.wav,
014_2025.03.06,014_2025.03.06_segment_0109,432.892,436.644,3.7520000000000095,Три слова ассоциации и короткий рассказ.,0.4898333333333333,0.2788823527343863,6,data/segments/014_2025.03.06/segment_0109.wav,
014_2025.03.06,014_2025.03.06_segment_0110,436.665,439.675,3.009999999999991,"Так, три слова.",0.9786666666666668,0.0224796204001165,3,data/segments/014_2025.03.06/segment_0110.wav,
014_2025.03.06,014_2025.03.06_segment_0111,439.755,442.6445,2.889499999999998,Почему-то приходят в голову,0.96725,0.047246693005966,4,data/segments/014_2025.03.06/segment_0111.wav,
014_2025.03.06,014_2025.03.06_segment_0112,442.6445,445.534,2.889499999999998,голову средние веков или в целом какое-то давнее время.,0.8275555555555555,0.2462636347043098,9,data/segments/014_2025.03.06/segment_0112.wav,
014_2025.03.06,014_2025.03.06_segment_0113,447.556,451.54,3.983999999999981,Второе пришло в голову какая-то неудовлетворённость,0.922,0.0701027816851799,6,data/segments/014_2025.03.06/segment_0113.wav,
014_2025.03.06,014_2025.03.06_segment_0114,451.54,455.524,3.984000000000037,"неудовлетворённость у женщины, будто бы я вижу, да?",0.926875,0.1147611650341699,8,data/segments/014_2025.03.06/segment_0114.wav,
014_2025.03.06,014_2025.03.06_segment_0115,455.825,459.348,3.523000000000025,"То, что она в какой-то фрустрации находится.",0.795,0.3568870035926405,7,data/segments/014_2025.03.06/segment_0115.wav,
014_2025.03.06,014_2025.03.06_segment_0116,461.45,465.535,4.085000000000036,Семья просто ссаться.,0.9536666666666666,0.027153882472555,3,data/segments/014_2025.03.06/segment_0116.wav,
014_2025.03.06,014_2025.03.06_segment_0117,465.575,469.569,3.9939999999999714,"Вообще, по этой картине как",0.9178,0.0610794564481381,5,data/segments/014_2025.03.06/segment_0117.wav,
014_2025.03.06,014_2025.03.06_segment_0118,469.569,473.563,3.994000000000028,"как будто бы женщина расстроена чем-то,",0.9255,0.0922274362649206,6,data/segments/014_2025.03.06/segment_0118.wav,
014_2025.03.06,014_2025.03.06_segment_0119,474.674,479.583,4.908999999999992,"И мужчина как будто как-то сопереживает,",0.874,0.0806721761203948,6,data/segments/014_2025.03.06/segment_0119.wav,
014_2025.03.06,014_2025.03.06_segment_0120,479.583,484.492,4.909000000000049,"сопереживает, учитывая то, что он имеет ребёнка в руках.",0.8091111111111111,0.2064439660322168,9,data/segments/014_2025.03.06/segment_0120.wav,
014_2025.03.06,014_2025.03.06_segment_0121,485.534,489.51433333333335,3.9803333333333626,"И такое состояние дома, такая немножко",0.9348333333333332,0.0947320783402679,6,data/segments/014_2025.03.06/segment_0121.wav,
014_2025.03.06,014_2025.03.06_segment_0122,489.51433333333335,493.49466666666666,3.9803333333333057,"немножко стена в трещинах, как будто",0.8031666666666667,0.1850247731161064,6,data/segments/014_2025.03.06/segment_0122.wav,
014_2025.03.06,014_2025.03.06_segment_0123,493.49466666666666,497.475,3.9803333333333626,"будто что-то здесь не так, ну или это просто давнее время особенностью того.",0.7105384615384616,0.1822249595896125,13,data/segments/014_2025.03.06/segment_0123.wav,
014_2025.03.06,014_2025.03.06_segment_0124,500.898,504.9245,4.026499999999999,Здесь уже более такая,0.95675,0.0483347700935878,4,data/segments/014_2025.03.06/segment_0124.wav,
014_2025.03.06,014_2025.03.06_segment_0125,504.9245,508.951,4.026499999999999,такая картина яркая.,0.9653333333333332,0.0301385688667085,3,data/segments/014_2025.03.06/segment_0125.wav,
014_2025.03.06,014_2025.03.06_segment_0126,509.652,513.338,3.685999999999978,Здесь ощущение первого пришло о спокойствии.,0.8325,0.162409051471893,6,data/segments/014_2025.03.06/segment_0126.wav,
014_2025.03.06,014_2025.03.06_segment_0127,513.358,517.3976666666666,4.039666666666676,"Второе, я почему-то сразу обратила внимание на солнечные лучи,",0.883,0.1457111869418405,9,data/segments/014_2025.03.06/segment_0127.wav,
014_2025.03.06,014_2025.03.06_segment_0128,517.3976666666666,521.4373333333333,4.039666666666676,"лучи, которые с шанрахтами...",0.64625,0.4493019585980012,4,data/segments/014_2025.03.06/segment_0128.wav,
014_2025.03.06,014_2025.03.06_segment_0129,521.4373333333333,525.477,4.039666666666676,"шанрахтами... Надеюсь, можно иногда миксовать слова.",0.7128333333333333,0.1649768670652545,6,data/segments/014_2025.03.06/segment_0129.wav,
014_2025.03.06,014_2025.03.06_segment_0130,525.597,528.762,3.164999999999964,И сестринские отношения.,0.899,0.0864349466361841,3,data/segments/014_2025.03.06/segment_0130.wav,
014_2025.03.06,014_2025.03.06_segment_0131,528.742,533.6756666666666,4.9336666666666815,"В принципе, эта картина такая очень как будто спокойная, приносит какое-то",0.8887272727272727,0.1810077848652322,11,data/segments/014_2025.03.06/segment_0131.wav,
